stateabb,statename,statefips,sector,sectorname,endweek,ic,emp,ic_share_emp,ic_share_sumic,ic_headline
NE,Nebraska,31,51,Information,2020-03-21,159,17272.333333333332,0.009205473107281394,0.01150506512301013,15700
NE,Nebraska,31,51,Information,2020-03-28,185,17272.333333333332,0.010710770596522378,0.008446717194776732,24725
NE,Nebraska,31,51,Information,2020-04-04,299,17272.333333333332,0.017310921126271302,0.012693695606028444,27054
NE,Nebraska,31,92,Public Administration,2020-03-21,66,54266.33333333333,0.0012162236868776836,0.004775687409551374,15700
NE,Nebraska,31,92,Public Administration,2020-03-28,147,54266.33333333333,0.00270886184804575,0.006711715825038809,24725
NE,Nebraska,31,92,Public Administration,2020-04-04,240,54266.33333333333,0.004422631588646122,0.010188919549989387,27054
NE,Nebraska,31,55,Management of Companies and Enterprises,2020-03-21,91,21526.666666666668,0.00422731495819139,0.00658465991316932,15700
NE,Nebraska,31,55,Management of Companies and Enterprises,2020-03-28,76,21526.666666666668,0.0035305048002477546,0.003470002739475847,24725
NE,Nebraska,31,55,Management of Companies and Enterprises,2020-04-04,144,21526.666666666668,0.0066893775162589035,0.006113351729993632,27054
NE,Nebraska,31,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-21,28,16929.333333333332,0.0016539340001575176,0.0020260492040520984,15700
NE,Nebraska,31,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-28,49,16929.333333333332,0.002894384500275656,0.00223723860834627,24725
NE,Nebraska,31,11,"Agriculture, Forestry, Fishing, and Hunting",2020-04-04,90,16929.333333333332,0.0053162164290777355,0.00382084483124602,27054
NE,Nebraska,31,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-21,4,1065,0.003755868544600939,2.894356005788712e-4,15700
NE,Nebraska,31,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-28,4,1065,0.003755868544600939,1.8263172313030774e-4,24725
NE,Nebraska,31,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-04-04,13,1065,0.012206572769953052,5.518998089577584e-4,27054
NE,Nebraska,31,22,Utilities,2020-03-21,6,7622.333333333334,7.871605370184107e-4,4.341534008683068e-4,15700
NE,Nebraska,31,22,Utilities,2020-03-28,2,7622.333333333334,2.6238684567280357e-4,9.131586156515387e-5,24725
NE,Nebraska,31,22,Utilities,2020-04-04,10,7622.333333333334,0.0013119342283640179,4.245383145828911e-4,27054
NV,Nevada,32,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-21,46,5303,0.008674335281915897,0.0029464514476044068,92298
NV,Nevada,32,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-28,69,5303,0.013011502922873844,9.992324736072292e-4,71942
NV,Nevada,32,11,"Agriculture, Forestry, Fishing, and Hunting",2020-04-04,93,5303,0.0175372430699604,9.037637386665112e-4,79285
NV,Nevada,32,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-21,73,14782.333333333334,0.004938327282567028,0.004675890340763515,92298
NV,Nevada,32,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-28,169,14782.333333333334,0.011432565900737367,0.0024473954788350977,71942
NV,Nevada,32,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-04-04,127,14782.333333333334,0.008591336505287843,0.0012341719872112572,79285
NV,Nevada,32,22,Utilities,2020-03-21,30,5296.333333333333,0.005664296053873749,0.001921598770176787,92298
NV,Nevada,32,22,Utilities,2020-03-28,83,5296.333333333333,0.01567121908238404,0.0012019752943391309,71942
NV,Nevada,32,22,Utilities,2020-04-04,79,5296.333333333333,0.014915979608534207,7.677132833833805e-4,79285
NV,Nevada,32,23,Construction,2020-03-21,2072,97743.66666666667,0.021198304408469773,0.13271842172687676,92298
NV,Nevada,32,23,Construction,2020-03-28,4203,97743.66666666667,0.04300022848880234,0.060866291109727313,71942
NV,Nevada,32,23,Construction,2020-04-04,4048,97743.66666666667,0.0414144479949255,0.03933801735615094,79285
NV,Nevada,32,31-33,Manufacturing,2020-03-21,598,59367.666666666664,0.010072823029370645,0.03830386881885729,92298
NV,Nevada,32,31-33,Manufacturing,2020-03-28,1733,59367.666666666664,0.029190973762373458,0.02509666488059896,71942
NV,Nevada,32,31-33,Manufacturing,2020-04-04,2260,59367.666666666664,0.03806785960932719,0.02196243063856253,79285
NV,Nevada,32,42,Wholesale Trade,2020-03-21,368,38605,0.009532443983939903,0.023571611580835254,92298
NV,Nevada,32,42,Wholesale Trade,2020-03-28,845,38605,0.02188835643051418,0.012236977394175489,71942
NV,Nevada,32,42,Wholesale Trade,2020-04-04,1243,38605,0.03219790182618832,0.01207933685120939,79285
NV,Nevada,32,44-45,Retail Trade,2020-03-21,1052,147172.33333333334,0.007148082633284788,0.067384063540866,92298
NV,Nevada,32,44-45,Retail Trade,2020-03-28,4545,147172.33333333334,0.030882163087718024,0.06581900858760661,71942
NV,Nevada,32,44-45,Retail Trade,2020-04-04,7317,147172.33333333334,0.04971722493131635,0.07110579866476197,79285
NV,Nevada,32,48-49,Transportation and Warehousing,2020-03-21,545,74646,0.007301127990783163,0.0349090443248783,92298
NV,Nevada,32,48-49,Transportation and Warehousing,2020-03-28,2531,74646,0.03390670632049943,0.03665300566231735,71942
NV,Nevada,32,48-49,Transportation and Warehousing,2020-04-04,4578,74646,0.061329475122578574,0.04448849887758374,79285
NV,Nevada,32,51,Information,2020-03-21,150,16616.666666666664,0.009027081243731194,0.009607993850883935,92298
NV,Nevada,32,51,Information,2020-03-28,882,16616.666666666664,0.053079237713139424,0.0127727977061098,71942
NV,Nevada,32,51,Information,2020-04-04,485,16616.666666666664,0.029187562688064196,0.0047131764865941716,79285
NV,Nevada,32,52,Finance and Insurance,2020-03-21,312,37210.666666666664,0.008384692561272753,0.019984627209838585,92298
NV,Nevada,32,52,Finance and Insurance,2020-03-28,497,37210.666666666664,0.013356385265873585,0.007197370135982506,71942
NV,Nevada,32,52,Finance and Insurance,2020-04-04,674,37210.666666666664,0.018113085853518705,0.0065498576329164355,79285
NV,Nevada,32,53,Real Estate and Rental and Leasing,2020-03-21,700,27885.666666666668,0.02510250188268764,0.044837304637458365,92298
NV,Nevada,32,53,Real Estate and Rental and Leasing,2020-03-28,1717,27885.666666666668,0.06157285104653525,0.024864958799762502,71942
NV,Nevada,32,53,Real Estate and Rental and Leasing,2020-04-04,2732,27885.666666666668,0.09797147877643234,0.02654927455953665,79285
NV,Nevada,32,54,"Professional, Scientific, and Technical Services",2020-03-21,1538,61649,0.02494768771594024,0.09851396361772995,92298
NV,Nevada,32,54,"Professional, Scientific, and Technical Services",2020-03-28,4354,61649,0.07062563869649142,0.0630530172476214,71942
NV,Nevada,32,54,"Professional, Scientific, and Technical Services",2020-04-04,5569,61649,0.09033398757481874,0.054118927533696785,79285
NV,Nevada,32,55,Management of Companies and Enterprises,2020-03-21,190,27333,0.006951304284198588,0.012170125544452985,92298
NV,Nevada,32,55,Management of Companies and Enterprises,2020-03-28,1172,27333,0.042878571689898656,0.01697247042127062,71942
NV,Nevada,32,55,Management of Companies and Enterprises,2020-04-04,2113,27333,0.07730582080269272,0.020533900858089656,79285
NV,Nevada,32,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-21,2492,106678.66666666666,0.023359872014398382,0.1596208045093518,92298
NV,Nevada,32,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-28,6152,106678.66666666666,0.057668512292367115,0.08909098808161847,71942
NV,Nevada,32,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-04-04,8959,106678.66666666666,0.08398117711757427,0.08706257349154058,79285
NV,Nevada,32,61,Educational Services,2020-03-21,176,80324.33333333333,0.0021911168471156523,0.011273379451703817,92298
NV,Nevada,32,61,Educational Services,2020-03-28,999,80324.33333333333,0.01243707801288941,0.014467148422226406,71942
NV,Nevada,32,61,Educational Services,2020-04-04,1359,80324.33333333333,0.016918907927444153,0.01320661205212676,79285
NV,Nevada,32,62,Health Care and Social Assistance,2020-03-21,660,142974.33333333334,0.004616213166465775,0.042275172943889314,92298
NV,Nevada,32,62,Health Care and Social Assistance,2020-03-28,2810,142974.33333333334,0.019653877269346712,0.040693380446903106,71942
NV,Nevada,32,62,Health Care and Social Assistance,2020-04-04,4585,142974.33333333334,0.032068692982190276,0.04455652410522531,79285
NV,Nevada,32,71,"Arts, Entertainment, and Recreation",2020-03-21,289,35806.66666666667,0.008071122695959783,0.01851140148603638,92298
NV,Nevada,32,71,"Arts, Entertainment, and Recreation",2020-03-28,3439,35806.66666666667,0.09604356730590205,0.049802325749786394,71942
NV,Nevada,32,71,"Arts, Entertainment, and Recreation",2020-04-04,4824,35806.66666666667,0.13472351517408301,0.04687909973470161,79285
NV,Nevada,32,72,Accommodation and Food Services,2020-03-21,3877,322289,0.012029575939606999,0.24833461439918011,92298
NV,Nevada,32,72,Accommodation and Food Services,2020-03-28,29851,322289,0.09262183940500607,0.432291138690571,71942
NV,Nevada,32,72,Accommodation and Food Services,2020-04-04,47302,322289,0.14676889375684557,0.45967561684304636,79285
NV,Nevada,32,81,Other Services (except Public Administration),2020-03-21,310,35650.666666666664,0.008695489565412521,0.019856520625160134,92298
NV,Nevada,32,81,Other Services (except Public Administration),2020-03-28,2517,35650.666666666664,0.07060176527788167,0.03645026284158545,71942
NV,Nevada,32,81,Other Services (except Public Administration),2020-04-04,3837,35650.666666666664,0.107627720846735,0.0372875426372409,79285
NV,Nevada,32,92,Public Administration,2020-03-21,134,64602.666666666664,0.002074217782547676,0.008583141173456316,92298
NV,Nevada,32,92,Public Administration,2020-03-28,485,64602.666666666664,0.007507430033847932,0.007023590575355162,71942
NV,Nevada,32,92,Public Administration,2020-04-04,719,64602.666666666664,0.01112957153471477,0.00698716266775507,79285
NY,New York,36,72,Accommodation and Food Services,2020-03-14,1760,805084.3333333334,0.0021861063830580065,0.1239087580963109,14272
NY,New York,36,72,Accommodation and Food Services,2020-03-21,3378,805084.3333333334,0.004195833728392015,0.06892189667836449,79999
NY,New York,36,72,Accommodation and Food Services,2020-03-28,95874,805084.3333333334,0.11908566100528599,0.26455444014591695,366595
NY,New York,36,72,Accommodation and Food Services,2020-04-04,58021,805084.3333333334,0.0720682263928458,0.17371400855680938,344451
NY,New York,36,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-14,2050,559843,0.0036617408809255453,0.14432554210081666,14272
NY,New York,36,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-21,6400,559843,0.011431776408743165,0.1305802660572921,79999
NY,New York,36,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-28,32130,559843,0.057391090002018426,0.08865942968780181,366595
NY,New York,36,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-04-04,29788,559843,0.053207774322443974,0.08918482768118849,344451
NY,New York,36,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-14,39,30440,0.0012812089356110381,0.0027457054350887074,14272
NY,New York,36,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-21,63,30440,0.002069645203679369,0.001285399494001469,79999
NY,New York,36,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-28,281,30440,0.009231274638633376,7.75390592663315e-4,366595
NY,New York,36,11,"Agriculture, Forestry, Fishing, and Hunting",2020-04-04,338,30440,0.011103810775295663,0.0010119669583806134,344451
NY,New York,36,71,"Arts, Entertainment, and Recreation",2020-03-14,464,204859,0.002264972493275863,0.032666854407209234,14272
NY,New York,36,71,"Arts, Entertainment, and Recreation",2020-03-21,6399,204859,0.031236118501017773,0.13055986289072063,79999
NY,New York,36,71,"Arts, Entertainment, and Recreation",2020-03-28,14487,204859,0.07071693213380911,0.039975386177627914,366595
NY,New York,36,71,"Arts, Entertainment, and Recreation",2020-04-04,11651,204859,0.056873264049907495,0.0348829202132915,344451
NY,New York,36,22-23,**Construction & utilities,2020-03-14,2605,457109.6666666667,0.005698851260346714,0.18339904252323289,14272
NY,New York,36,22-23,**Construction & utilities,2020-03-21,3602,457109.6666666667,0.007879947116993807,0.07349220599036971,79999
NY,New York,36,22-23,**Construction & utilities,2020-03-28,20384,457109.6666666667,0.0445932376548589,0.056247551035049866,366595
NY,New York,36,22-23,**Construction & utilities,2020-04-04,40988,457109.6666666667,0.08966776025301003,0.12271746062161118,344451
NY,New York,36,61,Educational Services,2020-03-14,242,820529.6666666667,2.949314446887762e-4,0.01703745423824275,14272
NY,New York,36,61,Educational Services,2020-03-21,2781,820529.6666666667,0.0033892741639648207,0.0567412062352077,79999
NY,New York,36,61,Educational Services,2020-03-28,9477,820529.6666666667,0.01154985661700633,0.026150806571780198,366595
NY,New York,36,61,Educational Services,2020-04-04,7930,820529.6666666667,0.009664489075958658,0.023742301715852853,344451
NY,New York,36,52,Finance and Insurance,2020-03-14,457,526310.3333333334,8.683090014699818e-4,0.03217403548296255,14272
NY,New York,36,52,Finance and Insurance,2020-03-21,581,526310.3333333334,0.0011039114438819682,0.011854239778013548,79999
NY,New York,36,52,Finance and Insurance,2020-03-28,2092,526310.3333333334,0.003974841205853834,0.005772658789507668,366595
NY,New York,36,52,Finance and Insurance,2020-04-04,2444,526310.3333333334,0.004643648139152376,0.007317299545213666,344451
NY,New York,36,62,Health Care and Social Assistance,2020-03-14,1096,1735559.3333333335,6.314967048087091e-4,0.07716136299633906,14272
NY,New York,36,62,Health Care and Social Assistance,2020-03-21,6272,1735559.3333333335,0.0036138205589053133,0.12796866073614624,79999
NY,New York,36,62,Health Care and Social Assistance,2020-03-28,41598,1735559.3333333335,0.023968065626489673,0.11478540168543977,366595
NY,New York,36,62,Health Care and Social Assistance,2020-04-04,38673,1735559.3333333335,0.022282729986375188,0.11578638515222917,344451
NY,New York,36,51,Information,2020-03-14,751,286753,0.0026189787029255143,0.05287243030132357,14272
NY,New York,36,51,Information,2020-03-21,2788,286753,0.009722653293949845,0.05688402840120787,79999
NY,New York,36,51,Information,2020-03-28,8077,286753,0.0281670985133547,0.0222876505940982,366595
NY,New York,36,51,Information,2020-04-04,8695,286753,0.030322263411367973,0.02603270030508708,344451
NY,New York,36,55,Management of Companies and Enterprises,2020-03-14,56,145907.33333333334,3.8380524625218745e-4,0.003942551393973529,14272
NY,New York,36,55,Management of Companies and Enterprises,2020-03-21,209,145907.33333333334,0.0014324160083340567,0.004264261813433445,79999
NY,New York,36,55,Management of Companies and Enterprises,2020-03-28,888,145907.33333333334,0.006086054619141829,0.002450344648701152,366595
NY,New York,36,55,Management of Companies and Enterprises,2020-04-04,1212,145907.33333333334,0.0083066421153152,0.00362870992176717,344451
NY,New York,36,31-33,Manufacturing,2020-03-14,709,438377,0.001617329376313082,0.04991551675584342,14272
NY,New York,36,31-33,Manufacturing,2020-03-21,1934,438377,0.004411727805062765,0.039459724149187955,79999
NY,New York,36,31-33,Manufacturing,2020-03-28,22916,438377,0.05227464032100224,0.06323434456040045,366595
NY,New York,36,31-33,Manufacturing,2020-04-04,18851,438377,0.04300179982070227,0.05643961281784894,344451
NY,New York,36,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-14,32,4984,0.006420545746388443,0.002252886510842016,14272
NY,New York,36,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-21,19,4984,0.003812199036918138,3.876601648575859e-4,79999
NY,New York,36,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-28,217,4984,0.04353932584269663,5.987891765407094e-4,366595
NY,New York,36,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-04-04,278,4984,0.0557784911717496,8.323278533426346e-4,344451
NY,New York,36,81,Other Services (except Public Administration),2020-03-14,282,370789,0.00076054036122970205,0.01985356237679527,14272
NY,New York,36,81,Other Services (except Public Administration),2020-03-21,3116,370789,0.008403701296424652,0.06357626703664408,79999
NY,New York,36,81,Other Services (except Public Administration),2020-03-28,23039,370789,0.06213506873181243,0.06357375040701108,366595
NY,New York,36,81,Other Services (except Public Administration),2020-04-04,20551,370789,0.05542505306252343,0.061529387460591674,344451
NY,New York,36,54,"Professional, Scientific, and Technical Services",2020-03-14,777,687799,0.0011296905055110577,0.05470290059138271,14272
NY,New York,36,54,"Professional, Scientific, and Technical Services",2020-03-21,1771,687799,0.002574880161209888,0.0361340079980413,79999
NY,New York,36,54,"Professional, Scientific, and Technical Services",2020-03-28,12085,687799,0.01757054023050339,0.03334731427877637,366595
NY,New York,36,54,"Professional, Scientific, and Technical Services",2020-04-04,12553,687799,0.018250971577452132,0.03758349475902911,344451
NY,New York,36,92,Public Administration,2020-03-14,230,556675,4.1316746755288094e-4,0.016192621796676993,14272
NY,New York,36,92,Public Administration,2020-03-21,391,556675,7.023846948398977e-4,0.007977638129437688,79999
NY,New York,36,92,Public Administration,2020-03-28,1421,556675,0.002552656397359321,0.003921103317347226,366595
NY,New York,36,92,Public Administration,2020-04-04,1255,556675,0.0022544572686037634,0.0037574512803777212,344451
NY,New York,36,53,Real Estate and Rental and Leasing,2020-03-14,462,204595,0.0022581196998949144,0.03252604900028161,14272
NY,New York,36,53,Real Estate and Rental and Leasing,2020-03-21,1266,204595,0.00618783450230944,0.025830408879458092,79999
NY,New York,36,53,Real Estate and Rental and Leasing,2020-03-28,5137,204595,0.02510814047264107,0.01417502304096601,366595
NY,New York,36,53,Real Estate and Rental and Leasing,2020-04-04,5104,204595,0.024946846208362863,0.015281299868564056,344451
NY,New York,36,44-45,Retail Trade,2020-03-14,1137,907160.3333333334,0.0012533616806437377,0.08004787383835539,14272
NY,New York,36,44-45,Retail Trade,2020-03-21,4157,907160.3333333334,0.004582431404077412,0.08481596343752551,79999
NY,New York,36,44-45,Retail Trade,2020-03-28,44759,907160.3333333334,0.04933967938780392,0.12350785600362033,366595
NY,New York,36,44-45,Retail Trade,2020-04-04,49160,907160.3333333334,0.05419108198807928,0.14718430672778388,344451
NY,New York,36,48-49,Transportation and Warehousing,2020-03-14,575,361622.6666666667,0.0015900551956551396,0.04048155449169248,14272
NY,New York,36,48-49,Transportation and Warehousing,2020-03-21,2865,361622.6666666667,0.007922622844438216,0.058455072227209665,79999
NY,New York,36,48-49,Transportation and Warehousing,2020-03-28,17346,361622.6666666667,0.047967125954494,0.04786450256347993,366595
NY,New York,36,48-49,Transportation and Warehousing,2020-04-04,14376,361622.6666666667,0.03975414520476224,0.043041529567099696,344451
NY,New York,36,42,Wholesale Trade,2020-03-14,480,325948.6666666667,0.0014726245236980056,0.03379329766263024,14272
NY,New York,36,42,Wholesale Trade,2020-03-21,1020,325948.6666666667,0.0031293271128582617,0.020811229902880927,79999
NY,New York,36,42,Wholesale Trade,2020-03-28,10190,325948.6666666667,0.03126259145100557,0.0281182567232711,366595
NY,New York,36,42,Wholesale Trade,2020-04-04,12135,325948.6666666667,0.0372297887397402,0.03633200899393119,344451
OR,Oregon,41,72,Accommodation and Food Services,2020-03-14,521,195761.33333333334,0.0026614040225853247,0.13021744563859036,4269
OR,Oregon,41,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-14,365,106659.33333333333,0.003422110270081068,0.09122719320169957,4269
OR,Oregon,41,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-14,132,70933.66666666667,0.0018608935108387647,0.03299175206198451,4269
OR,Oregon,41,71,"Arts, Entertainment, and Recreation",2020-03-14,78,37691.666666666664,0.0020694229493698874,0.01949512621844539,4269
OR,Oregon,41,23,Construction,2020-03-14,858,118920.66666666666,0.007214893962922061,0.21444638840289929,4269
OR,Oregon,41,61,Educational Services,2020-03-14,78,118152,6.601665651025798e-4,0.01949512621844539,4269
OR,Oregon,41,52,Finance and Insurance,2020-03-14,84,57792,0.0014534883720930232,0.020994751312171957,4269
OR,Oregon,41,62,Health Care and Social Assistance,2020-03-14,318,286112.3333333333,0.0011114515627311883,0.07948012996750813,4269
OR,Oregon,41,51,Information,2020-03-14,112,37062.333333333336,0.003021936017699911,0.02799300174956261,4269
OR,Oregon,41,55,Management of Companies and Enterprises,2020-03-14,17,51020,3.33202665621325e-4,0.00424893776555861,4269
OR,Oregon,41,31-33,Manufacturing,2020-03-14,428,199766,0.002142506732877467,0.10697325668582855,4269
OR,Oregon,41,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-14,24,1868.3333333333333,0.012845673505798395,0.005998500374906273,4269
OR,Oregon,41,81,Other Services (except Public Administration),2020-03-14,102,79664,0.0012803775858606147,0.02549362659335166,4269
OR,Oregon,41,54,"Professional, Scientific, and Technical Services",2020-03-14,157,103616.66666666666,0.001515200257358855,0.03924018995251187,4269
OR,Oregon,41,92,Public Administration,2020-03-14,42,82917.33333333334,5.065285907248986e-4,0.010497375656085979,4269
OR,Oregon,41,53,Real Estate and Rental and Leasing,2020-03-14,71,30899.666666666668,0.0022977594148804194,0.017745563609097726,4269
OR,Oregon,41,44-45,Retail Trade,2020-03-14,299,210297,0.0014217986942276874,0.07473131717070733,4269
OR,Oregon,41,48-49,Transportation and Warehousing,2020-03-14,203,76706.33333333333,0.0026464568332036902,0.05073731567108223,4269
OR,Oregon,41,22,Utilities,2020-03-14,4,9238,4.3299415457891317e-4,9.99750062484379e-4,4269
OR,Oregon,41,42,Wholesale Trade,2020-03-14,108,76392.66666666667,0.0014137482655403222,0.02699325168707823,4269
OR,Oregon,41,72,Accommodation and Food Services,2020-03-21,10000,195761.33333333334,0.05108261079818282,0.470566091007482,30054
OR,Oregon,41,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-21,885,106659.33333333333,0.008297445449374646,0.04164509905416216,30054
OR,Oregon,41,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-21,205,70933.66666666667,0.0028900240130450513,0.00964660486565338,30054
OR,Oregon,41,71,"Arts, Entertainment, and Recreation",2020-03-21,654,37691.666666666664,0.017351315498562902,0.030775022351889322,30054
OR,Oregon,41,23,Construction,2020-03-21,1246,118920.66666666666,0.01047757328415022,0.05863253493953226,30054
OR,Oregon,41,61,Educational Services,2020-03-21,561,118152,0.004748121064391631,0.02639875770551974,30054
OR,Oregon,41,52,Finance and Insurance,2020-03-21,119,57792,0.002059108527131783,0.005599736482989036,30054
OR,Oregon,41,62,Health Care and Social Assistance,2020-03-21,2134,286112.3333333333,0.007458608914680365,0.10041880382099666,30054
OR,Oregon,41,51,Information,2020-03-21,319,37062.333333333336,0.008607121336127425,0.015011058303138676,30054
OR,Oregon,41,55,Management of Companies and Enterprises,2020-03-21,49,51020,9.604076832614661e-4,0.002305773845936662,30054
OR,Oregon,41,31-33,Manufacturing,2020-03-21,1313,199766,0.006572690047355406,0.06178532774928239,30054
OR,Oregon,41,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-21,20,1868.3333333333333,0.010704727921498663,9.41132182014964e-4,30054
OR,Oregon,41,81,Other Services (except Public Administration),2020-03-21,746,79664,0.009364330186784495,0.03510423038915816,30054
OR,Oregon,41,54,"Professional, Scientific, and Technical Services",2020-03-21,362,103616.66666666666,0.003493646453273283,0.017034492494470848,30054
OR,Oregon,41,92,Public Administration,2020-03-21,169,82917.33333333334,0.0020381745674406637,0.007952566938026446,30054
OR,Oregon,41,53,Real Estate and Rental and Leasing,2020-03-21,157,30899.666666666668,0.005080960959665153,0.007387887628817468,30054
OR,Oregon,41,44-45,Retail Trade,2020-03-21,1359,210297,0.006462289048345911,0.0639499317679168,30054
OR,Oregon,41,48-49,Transportation and Warehousing,2020-03-21,717,76706.33333333333,0.009347337681808109,0.03373958872523646,30054
OR,Oregon,41,22,Utilities,2020-03-21,9,9238,9.742368478025547e-4,4.235094819067338e-4,30054
OR,Oregon,41,42,Wholesale Trade,2020-03-21,227,76392.66666666667,0.00297148940997827,0.010681850265869841,30054
OR,Oregon,41,72,Accommodation and Food Services,2020-03-28,14245,195761.33333333334,0.07276717908201143,0.311454620985198,47498
OR,Oregon,41,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-28,2095,106659.33333333333,0.019641975385807774,0.04580536545903754,47498
OR,Oregon,41,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-28,470,70933.66666666667,0.006625908712834996,0.010276144040929663,47498
OR,Oregon,41,71,"Arts, Entertainment, and Recreation",2020-03-28,1269,37691.666666666664,0.03366791952244086,0.02774558891051009,47498
OR,Oregon,41,23,Construction,2020-03-28,3393,118920.66666666666,0.028531626126100877,0.07418501432100925,47498
OR,Oregon,41,61,Educational Services,2020-03-28,890,118152,0.007532669781298666,0.01945908126899447,47498
OR,Oregon,41,52,Finance and Insurance,2020-03-28,222,57792,0.003841362126245847,0.004853838249119969,47498
OR,Oregon,41,62,Health Care and Social Assistance,2020-03-28,7601,286112.3333333333,0.026566488453835732,0.16618929969171567,47498
OR,Oregon,41,51,Information,2020-03-28,480,37062.333333333336,0.012951154361571047,0.010494785403502635,47498
OR,Oregon,41,55,Management of Companies and Enterprises,2020-03-28,263,51020,0.00515484123872991,0.005750267835669152,47498
OR,Oregon,41,31-33,Manufacturing,2020-03-28,3835,199766,0.0191974610294044,0.08384896254673459,47498
OR,Oregon,41,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-28,56,1868.3333333333333,0.029973238180196253,0.0012243916304086407,47498
OR,Oregon,41,81,Other Services (except Public Administration),2020-03-28,2530,79664,0.03175838521791524,0.0553162647309618,47498
OR,Oregon,41,54,"Professional, Scientific, and Technical Services",2020-03-28,925,103616.66666666666,0.00892713527424803,0.020224326037999868,47498
OR,Oregon,41,92,Public Administration,2020-03-28,266,82917.33333333334,0.003208014407924358,0.005815860244441044,47498
OR,Oregon,41,53,Real Estate and Rental and Leasing,2020-03-28,662,30899.666666666668,0.021424179333110388,0.014474058202330716,47498
OR,Oregon,41,44-45,Retail Trade,2020-03-28,4564,210297,0.021702639600184502,0.09978791787830421,47498
OR,Oregon,41,48-49,Transportation and Warehousing,2020-03-28,1083,76706.33333333333,0.014118782021475845,0.02367885956665282,47498
OR,Oregon,41,22,Utilities,2020-03-28,12,9238,0.0012989824637367395,2.6236963508756585e-4,47498
OR,Oregon,41,42,Wholesale Trade,2020-03-28,876,76392.66666666667,0.01146706926493817,0.019152983361392307,47498
OR,Oregon,41,42,Wholesale Trade,2020-04-04,1308,76392.66666666667,0.01712206232709946,0.02401365914556904,62788
OR,Oregon,41,22,Utilities,2020-04-04,26,9238,0.0028144620047629355,4.7733573225137234e-4,62788
OR,Oregon,41,48-49,Transportation and Warehousing,2020-04-04,1450,76706.33333333333,0.018903263094312076,0.026620646606326535,62788
OR,Oregon,41,44-45,Retail Trade,2020-04-04,7109,210297,0.033804571629647596,0.13051460463750023,62788
OR,Oregon,41,53,Real Estate and Rental and Leasing,2020-04-04,987,30899.666666666668,0.031942092147703854,0.018120398758927098,62788
OR,Oregon,41,92,Public Administration,2020-04-04,400,82917.33333333334,0.004824081816427606,0.007343626650021113,62788
OR,Oregon,41,54,"Professional, Scientific, and Technical Services",2020-04-04,1470,103616.66666666666,0.014186906868264437,0.02698782793882759,62788
OR,Oregon,41,81,Other Services (except Public Administration),2020-04-04,3166,79664,0.03974191604739907,0.05812480493491711,62788
OR,Oregon,41,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-04-04,55,1868.3333333333333,0.029438001784121322,0.001009748664377903,62788
OR,Oregon,41,31-33,Manufacturing,2020-04-04,4756,199766,0.02380785519057297,0.08731572086875103,62788
OR,Oregon,41,55,Management of Companies and Enterprises,2020-04-04,234,51020,0.004586436691493532,0.004296021590262351,62788
OR,Oregon,41,51,Information,2020-04-04,539,37062.333333333336,0.01454306708518082,0.00989553691090345,62788
OR,Oregon,41,62,Health Care and Social Assistance,2020-04-04,8796,286112.3333333333,0.03074316964082872,0.16148635003396428,62788
OR,Oregon,41,52,Finance and Insurance,2020-04-04,323,57792,0.0055890088593576965,0.0059299785198920485,62788
OR,Oregon,41,61,Educational Services,2020-04-04,1308,118152,0.011070485476335568,0.02401365914556904,62788
